team,name,start,end,band,freq
Rockies,Rockies at Braves,2017-08-25 19:35:00-04:00,2017-08-25 22:35:00-04:00,FM,94.1
Rockies,Rockies at Braves,2017-08-26 19:10:00-04:00,2017-08-26 22:10:00-04:00,FM,94.1
Rockies,Rockies at Braves,2017-08-27 13:35:00-04:00,2017-08-27 16:35:00-04:00,FM,94.1
Rockies,Tigers at Rockies,2017-08-28 20:40:00-04:00,2017-08-28 23:40:00-04:00,FM,94.1
Rockies,Tigers at Rockies,2017-08-29 20:40:00-04:00,2017-08-29 23:40:00-04:00,FM,94.1
Rockies,Tigers at Rockies,2017-08-30 15:10:00-04:00,2017-08-30 18:10:00-04:00,FM,94.1
Rockies,D-backs at Rockies,2017-09-01 20:40:00-04:00,2017-09-01 23:40:00-04:00,FM,94.1
Rockies,D-backs at Rockies,2017-09-02 20:10:00-04:00,2017-09-02 23:10:00-04:00,FM,94.1
Rockies,D-backs at Rockies,2017-09-03 15:10:00-04:00,2017-09-03 18:10:00-04:00,FM,94.1
Rockies,Giants at Rockies,2017-09-04 15:10:00-04:00,2017-09-04 18:10:00-04:00,FM,94.1
Rockies,Giants at Rockies,2017-09-05 20:40:00-04:00,2017-09-05 23:40:00-04:00,FM,94.1
Rockies,Giants at Rockies,2017-09-06 20:40:00-04:00,2017-09-06 23:40:00-04:00,FM,94.1
Rockies,Rockies at Dodgers,2017-09-07 22:10:00-04:00,2017-09-08 01:10:00-04:00,FM,94.1
Rockies,Rockies at Dodgers,2017-09-08 22:10:00-04:00,2017-09-09 01:10:00-04:00,FM,94.1
Rockies,Rockies at Dodgers,2017-09-09 21:10:00-04:00,2017-09-10 00:10:00-04:00,FM,94.1
Rockies,Rockies at Dodgers,2017-09-10 16:10:00-04:00,2017-09-10 19:10:00-04:00,FM,94.1
Rockies,Rockies at D-backs,2017-09-11 21:40:00-04:00,2017-09-12 00:40:00-04:00,FM,94.1
Rockies,Rockies at D-backs,2017-09-12 21:40:00-04:00,2017-09-13 00:40:00-04:00,FM,94.1
Rockies,Rockies at D-backs,2017-09-13 21:40:00-04:00,2017-09-14 00:40:00-04:00,FM,94.1
Rockies,Rockies at D-backs,2017-09-14 15:40:00-04:00,2017-09-14 18:40:00-04:00,FM,94.1
Rockies,Padres at Rockies,2017-09-15 20:40:00-04:00,2017-09-15 23:40:00-04:00,FM,94.1
Rockies,Padres at Rockies,2017-09-16 20:10:00-04:00,2017-09-16 23:10:00-04:00,FM,94.1
Rockies,Padres at Rockies,2017-09-17 15:10:00-04:00,2017-09-17 18:10:00-04:00,FM,94.1
Rockies,Rockies at Giants,2017-09-19 22:15:00-04:00,2017-09-20 01:15:00-04:00,FM,94.1
Rockies,Rockies at Giants,2017-09-20 15:45:00-04:00,2017-09-20 18:45:00-04:00,FM,94.1
Rockies,Rockies at Padres,2017-09-21 22:10:00-04:00,2017-09-22 01:10:00-04:00,FM,94.1
Rockies,Rockies at Padres,2017-09-22 22:10:00-04:00,2017-09-23 01:10:00-04:00,FM,94.1
Rockies,Rockies at Padres,2017-09-23 20:40:00-04:00,2017-09-23 23:40:00-04:00,FM,94.1
Rockies,Rockies at Padres,2017-09-24 16:40:00-04:00,2017-09-24 19:40:00-04:00,FM,94.1
Rockies,Marlins at Rockies,2017-09-25 20:40:00-04:00,2017-09-25 23:40:00-04:00,FM,94.1
Rockies,Marlins at Rockies,2017-09-26 20:40:00-04:00,2017-09-26 23:40:00-04:00,FM,94.1
Rockies,Marlins at Rockies,2017-09-27 15:10:00-04:00,2017-09-27 18:10:00-04:00,FM,94.1
Rockies,Dodgers at Rockies,2017-09-29 20:10:00-04:00,2017-09-29 23:10:00-04:00,FM,94.1
Rockies,Dodgers at Rockies,2017-09-30 20:10:00-04:00,2017-09-30 23:10:00-04:00,FM,94.1
Rockies,Dodgers at Rockies,2017-10-01 15:10:00-04:00,2017-10-01 18:10:00-04:00,FM,94.1
